results_time,MD5,Controller,item_order,inner,label,latin_group,PennElementType,PennElementName,Parameter,Value,EventTime,prolific_id,Comments,extra_0,extra_1,extra_2,extra_3,extra_4,extra_5,extra_6,extra_7,extra_8,results_timestamp,participant_id,group,no,item,condition,counterbalancing,left,right
1758196456,185b2707d3f2edd80bf4191a533f537d,PennController,1,0,calibration,NULL,PennController,1,_Header_,Start,1758196457446,prolific_id,NULL,,,,,,,,,,2025-09-18 11:54:16,Shift,,,,,,,
1758196456,185b2707d3f2edd80bf4191a533f537d,PennController,1,0,calibration,NULL,PennController,1,_Header_,End,1758196457446,prolific_id,NULL,,,,,,,,,,2025-09-18 11:54:16,Shift,,,,,,,
1758196456,185b2707d3f2edd80bf4191a533f537d,PennController,1,0,calibration,NULL,PennController,1,_Trial_,End,1758196457474,prolific_id,NULL,,,,,,,,,,2025-09-18 11:54:16,Shift,,,,,,,
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,3,0,check_preloaded,NULL,PennController,2,_Trial_,Start,1758195456439,prolific_id,NULL,,,,,,,,,,2025-09-18 11:52:32,Shift,,,,,,,
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,3,0,check_preloaded,NULL,PennController,2,_Header_,Start,1758195456439,prolific_id,NULL,,,,,,,,,,2025-09-18 11:52:32,Shift,,,,,,,
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,3,0,check_preloaded,NULL,PennController,2,_Header_,End,1758195456439,prolific_id,NULL,,,,,,,,,,2025-09-18 11:52:32,Shift,,,,,,,
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,3,0,check_preloaded,NULL,PennController,2,_Trial_,End,1758195457447,prolific_id,NULL,,,,,,,,,,2025-09-18 11:52:32,Shift,,,,,,,
1758196456,185b2707d3f2edd80bf4191a533f537d,PennController,3,0,check_preloaded,NULL,PennController,2,_Trial_,Start,1758196457476,prolific_id,NULL,,,,,,,,,,2025-09-18 11:54:16,Shift,,,,,,,
1758196456,185b2707d3f2edd80bf4191a533f537d,PennController,3,0,check_preloaded,NULL,PennController,2,_Header_,Start,1758196457476,prolific_id,NULL,,,,,,,,,,2025-09-18 11:54:16,Shift,,,,,,,
1758196456,185b2707d3f2edd80bf4191a533f537d,PennController,3,0,check_preloaded,NULL,PennController,2,_Header_,End,1758196457476,prolific_id,NULL,,,,,,,,,,2025-09-18 11:54:16,Shift,,,,,,,
1758196456,185b2707d3f2edd80bf4191a533f537d,PennController,3,0,check_preloaded,NULL,PennController,2,_Trial_,End,1758196457488,prolific_id,NULL,,,,,,,,,,2025-09-18 11:54:16,Shift,,,,,,,
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,3,0,check_preloaded,NULL,PennController,2,_Trial_,Start,1758196660142,prolific_id,NULL,,,,,,,,,,2025-09-18 11:57:45,Shift,,,,,,,
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,3,0,check_preloaded,NULL,PennController,2,_Header_,Start,1758196660142,prolific_id,NULL,,,,,,,,,,2025-09-18 11:57:45,Shift,,,,,,,
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,3,0,check_preloaded,NULL,PennController,2,_Header_,End,1758196660142,prolific_id,NULL,,,,,,,,,,2025-09-18 11:57:45,Shift,,,,,,,
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,3,0,check_preloaded,NULL,PennController,2,_Trial_,End,1758196661147,prolific_id,NULL,,,,,,,,,,2025-09-18 11:57:45,Shift,,,,,,,
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,4,0,participant_data,NULL,PennController,3,_Trial_,Start,1758195457451,prolific_id,roro101,NULL,,,,,,,,,2025-09-18 11:52:32,Shift,,,,,,,
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,4,0,participant_data,NULL,PennController,3,_Header_,Start,1758195457451,prolific_id,roro101,NULL,,,,,,,,,2025-09-18 11:52:32,Shift,,,,,,,
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,4,0,participant_data,NULL,PennController,3,_Header_,End,1758195457451,prolific_id,roro101,NULL,,,,,,,,,2025-09-18 11:52:32,Shift,,,,,,,
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,4,0,participant_data,NULL,TextInput,input_participant_id,First,,1758195459685,prolific_id,roro101,Shift,,,,,,,,,2025-09-18 11:52:32,Shift,,,,,,,
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,4,0,participant_data,NULL,TextInput,input_participant_id,EnterReturn,roro101,1758195490892,prolific_id,roro101,NULL,,,,,,,,,2025-09-18 11:52:32,Shift,,,,,,,
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,4,0,participant_data,NULL,TextInput,input_participant_id,Final,roro101,1758195493538,prolific_id,roro101,NULL,,,,,,,,,2025-09-18 11:52:32,Shift,,,,,,,
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,4,0,participant_data,NULL,PennController,3,_Trial_,End,1758195493538,prolific_id,roro101,NULL,,,,,,,,,2025-09-18 11:52:32,Shift,,,,,,,
1758196456,185b2707d3f2edd80bf4191a533f537d,PennController,4,0,participant_data,NULL,PennController,3,_Trial_,Start,1758196457490,prolific_id,undefined,NULL,,,,,,,,,2025-09-18 11:54:16,Shift,,,,,,,
1758196456,185b2707d3f2edd80bf4191a533f537d,PennController,4,0,participant_data,NULL,PennController,3,_Header_,Start,1758196457490,prolific_id,undefined,NULL,,,,,,,,,2025-09-18 11:54:16,Shift,,,,,,,
1758196456,185b2707d3f2edd80bf4191a533f537d,PennController,4,0,participant_data,NULL,PennController,3,_Header_,End,1758196457490,prolific_id,undefined,NULL,,,,,,,,,2025-09-18 11:54:16,Shift,,,,,,,
1758196456,185b2707d3f2edd80bf4191a533f537d,PennController,4,0,participant_data,NULL,TextInput,input_participant_id,Final,,1758196457501,prolific_id,undefined,NULL,,,,,,,,,2025-09-18 11:54:16,Shift,,,,,,,
1758196456,185b2707d3f2edd80bf4191a533f537d,PennController,4,0,participant_data,NULL,PennController,3,_Trial_,End,1758196457502,prolific_id,undefined,NULL,,,,,,,,,2025-09-18 11:54:16,Shift,,,,,,,
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,4,0,participant_data,NULL,PennController,3,_Trial_,Start,1758196661151,prolific_id,undefined,NULL,,,,,,,,,2025-09-18 11:57:45,Shift,,,,,,,
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,4,0,participant_data,NULL,PennController,3,_Header_,Start,1758196661151,prolific_id,undefined,NULL,,,,,,,,,2025-09-18 11:57:45,Shift,,,,,,,
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,4,0,participant_data,NULL,PennController,3,_Header_,End,1758196661151,prolific_id,undefined,NULL,,,,,,,,,2025-09-18 11:57:45,Shift,,,,,,,
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,4,0,participant_data,NULL,TextInput,input_participant_id,Final,,1758196666089,prolific_id,undefined,NULL,,,,,,,,,2025-09-18 11:57:45,Shift,,,,,,,
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,4,0,participant_data,NULL,PennController,3,_Trial_,End,1758196666090,prolific_id,undefined,NULL,,,,,,,,,2025-09-18 11:57:45,Shift,,,,,,,
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,5,0,instructions,NULL,PennController,4,_Trial_,Start,1758195493542,prolific_id,NULL,,,,,,,,,,2025-09-18 11:52:32,Shift,,,,,,,
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,5,0,instructions,NULL,PennController,4,_Header_,Start,1758195493542,prolific_id,NULL,,,,,,,,,,2025-09-18 11:52:32,Shift,,,,,,,
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,5,0,instructions,NULL,PennController,4,_Header_,End,1758195493542,prolific_id,NULL,,,,,,,,,,2025-09-18 11:52:32,Shift,,,,,,,
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,5,0,instructions,NULL,PennController,4,_Trial_,End,1758195494462,prolific_id,NULL,,,,,,,,,,2025-09-18 11:52:32,Shift,,,,,,,
1758196456,185b2707d3f2edd80bf4191a533f537d,PennController,5,0,instructions,NULL,PennController,4,_Trial_,Start,1758196457506,prolific_id,NULL,,,,,,,,,,2025-09-18 11:54:16,Shift,,,,,,,
1758196456,185b2707d3f2edd80bf4191a533f537d,PennController,5,0,instructions,NULL,PennController,4,_Header_,Start,1758196457506,prolific_id,NULL,,,,,,,,,,2025-09-18 11:54:16,Shift,,,,,,,
1758196456,185b2707d3f2edd80bf4191a533f537d,PennController,5,0,instructions,NULL,PennController,4,_Header_,End,1758196457506,prolific_id,NULL,,,,,,,,,,2025-09-18 11:54:16,Shift,,,,,,,
1758196456,185b2707d3f2edd80bf4191a533f537d,PennController,5,0,instructions,NULL,PennController,4,_Trial_,End,1758196457533,prolific_id,NULL,,,,,,,,,,2025-09-18 11:54:16,Shift,,,,,,,
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,5,0,instructions,NULL,PennController,4,_Trial_,Start,1758196666093,prolific_id,NULL,,,,,,,,,,2025-09-18 11:57:45,Shift,,,,,,,
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,5,0,instructions,NULL,PennController,4,_Header_,Start,1758196666093,prolific_id,NULL,,,,,,,,,,2025-09-18 11:57:45,Shift,,,,,,,
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,5,0,instructions,NULL,PennController,4,_Header_,End,1758196666094,prolific_id,NULL,,,,,,,,,,2025-09-18 11:57:45,Shift,,,,,,,
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,5,0,instructions,NULL,PennController,4,_Trial_,End,1758196666126,prolific_id,NULL,,,,,,,,,,2025-09-18 11:57:45,Shift,,,,,,,
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,6,0,practice,NULL,PennController,9,_Trial_,Start,1758195494465,prolific_id,roro101,,990,0,practice,n,A,B,participant_id,NULL,2025-09-18 11:52:32,990,990,0.0,,n,A,B,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,6,0,practice,NULL,PennController,9,_Header_,Start,1758195494465,prolific_id,roro101,,990,0,practice,n,A,B,participant_id,NULL,2025-09-18 11:52:32,990,990,0.0,,n,A,B,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,6,0,practice,NULL,PennController,9,_Header_,End,1758195494465,prolific_id,roro101,,990,0,practice,n,A,B,participant_id,NULL,2025-09-18 11:52:32,990,990,0.0,,n,A,B,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,6,0,practice,NULL,EyeTracker,tracker,calibration,68,1758195499495,prolific_id,roro101,,990,0,practice,n,A,B,participant_id,NULL,2025-09-18 11:52:32,990,990,0.0,,n,A,B,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,6,0,practice,NULL,Key,r1,PressedKey,,1758195505181,prolific_id,roro101,,990,0,practice,n,A,B,participant_id,Wait success,2025-09-18 11:52:32,990,990,0.0,,n,A,B,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,6,0,practice,NULL,Key,r2,PressedKey,,1758195505458,prolific_id,roro101,,990,0,practice,n,A,B,participant_id,Wait success,2025-09-18 11:52:32,990,990,0.0,,n,A,B,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,6,0,practice,NULL,Key,r3,PressedKey,,1758195505767,prolific_id,roro101,,990,0,practice,n,A,B,participant_id,Wait success,2025-09-18 11:52:32,990,990,0.0,,n,A,B,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,6,0,practice,NULL,Key,r4,PressedKey,,1758195506492,prolific_id,roro101,,990,0,practice,n,A,B,participant_id,Wait success,2025-09-18 11:52:32,990,990,0.0,,n,A,B,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,6,0,practice,NULL,Key,r5,PressedKey,,1758195506697,prolific_id,roro101,,990,0,practice,n,A,B,participant_id,Wait success,2025-09-18 11:52:32,990,990,0.0,,n,A,B,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,6,0,practice,NULL,Key,r6,PressedKey,,1758195507055,prolific_id,roro101,,990,0,practice,n,A,B,participant_id,Wait success,2025-09-18 11:52:32,990,990,0.0,,n,A,B,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,6,0,practice,NULL,Key,r7,PressedKey,,1758195507914,prolific_id,roro101,,990,0,practice,n,A,B,participant_id,Wait success,2025-09-18 11:52:32,990,990,0.0,,n,A,B,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,6,0,practice,NULL,Selector,choice_selector,Selection,left_canvas_practice,1758195513864,prolific_id,roro101,,990,0,practice,n,A,B,participant_id,left_canvas_practice;right_canvas_practice,2025-09-18 11:52:32,990,990,0.0,,n,A,B,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,6,0,practice,NULL,EyeTracker,tracker,Filename,httpsfarmpcibexnetrDigcCS/bdc17927-53a3-24cb-4607-15e00152ec65,1758195513868,prolific_id,roro101,,990,0,practice,n,A,B,participant_id,NULL,2025-09-18 11:52:32,990,990,0.0,,n,A,B,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,6,0,practice,NULL,PennController,9,_Trial_,End,1758195513870,prolific_id,roro101,,990,0,practice,n,A,B,participant_id,NULL,2025-09-18 11:52:32,990,990,0.0,,n,A,B,participant_id
1758196456,185b2707d3f2edd80bf4191a533f537d,PennController,6,0,practice,NULL,PennController,9,_Trial_,Start,1758196457537,prolific_id,undefined,,990,0,practice,n,A,B,participant_id,NULL,2025-09-18 11:54:16,990,990,0.0,,n,A,B,participant_id
1758196456,185b2707d3f2edd80bf4191a533f537d,PennController,6,0,practice,NULL,PennController,9,_Header_,Start,1758196457537,prolific_id,undefined,,990,0,practice,n,A,B,participant_id,NULL,2025-09-18 11:54:16,990,990,0.0,,n,A,B,participant_id
1758196456,185b2707d3f2edd80bf4191a533f537d,PennController,6,0,practice,NULL,PennController,9,_Header_,End,1758196457537,prolific_id,undefined,,990,0,practice,n,A,B,participant_id,NULL,2025-09-18 11:54:16,990,990,0.0,,n,A,B,participant_id
1758196456,185b2707d3f2edd80bf4191a533f537d,PennController,6,0,practice,NULL,PennController,9,_Trial_,End,1758196457541,prolific_id,undefined,,990,0,practice,n,A,B,participant_id,NULL,2025-09-18 11:54:16,990,990,0.0,,n,A,B,participant_id
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,6,0,practice,NULL,PennController,9,_Trial_,Start,1758196666128,prolific_id,undefined,,990,0,practice,n,A,B,participant_id,NULL,2025-09-18 11:57:45,990,990,0.0,,n,A,B,participant_id
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,6,0,practice,NULL,PennController,9,_Header_,Start,1758196666128,prolific_id,undefined,,990,0,practice,n,A,B,participant_id,NULL,2025-09-18 11:57:45,990,990,0.0,,n,A,B,participant_id
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,6,0,practice,NULL,PennController,9,_Header_,End,1758196666128,prolific_id,undefined,,990,0,practice,n,A,B,participant_id,NULL,2025-09-18 11:57:45,990,990,0.0,,n,A,B,participant_id
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,6,0,practice,NULL,PennController,9,_Trial_,End,1758196666131,prolific_id,undefined,,990,0,practice,n,A,B,participant_id,NULL,2025-09-18 11:57:45,990,990,0.0,,n,A,B,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,7,0,practice,NULL,PennController,10,_Trial_,Start,1758195513872,prolific_id,roro101,,991,0,practice,y,D,C,participant_id,NULL,2025-09-18 11:52:32,991,991,0.0,,y,D,C,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,7,0,practice,NULL,PennController,10,_Header_,Start,1758195513872,prolific_id,roro101,,991,0,practice,y,D,C,participant_id,NULL,2025-09-18 11:52:32,991,991,0.0,,y,D,C,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,7,0,practice,NULL,PennController,10,_Header_,End,1758195513872,prolific_id,roro101,,991,0,practice,y,D,C,participant_id,NULL,2025-09-18 11:52:32,991,991,0.0,,y,D,C,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,7,0,practice,NULL,EyeTracker,tracker,calibration,68,1758195518915,prolific_id,roro101,,991,0,practice,y,D,C,participant_id,NULL,2025-09-18 11:52:32,991,991,0.0,,y,D,C,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,7,0,practice,NULL,Key,r1,PressedKey,,1758195523924,prolific_id,roro101,,991,0,practice,y,D,C,participant_id,Wait success,2025-09-18 11:52:32,991,991,0.0,,y,D,C,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,7,0,practice,NULL,Key,r2,PressedKey,,1758195524382,prolific_id,roro101,,991,0,practice,y,D,C,participant_id,Wait success,2025-09-18 11:52:32,991,991,0.0,,y,D,C,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,7,0,practice,NULL,Key,r3,PressedKey,,1758195524603,prolific_id,roro101,,991,0,practice,y,D,C,participant_id,Wait success,2025-09-18 11:52:32,991,991,0.0,,y,D,C,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,7,0,practice,NULL,Key,r4,PressedKey,,1758195524779,prolific_id,roro101,,991,0,practice,y,D,C,participant_id,Wait success,2025-09-18 11:52:32,991,991,0.0,,y,D,C,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,7,0,practice,NULL,Key,r5,PressedKey,,1758195525051,prolific_id,roro101,,991,0,practice,y,D,C,participant_id,Wait success,2025-09-18 11:52:32,991,991,0.0,,y,D,C,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,7,0,practice,NULL,Key,r6,PressedKey,,1758195525353,prolific_id,roro101,,991,0,practice,y,D,C,participant_id,Wait success,2025-09-18 11:52:32,991,991,0.0,,y,D,C,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,7,0,practice,NULL,Key,r7,PressedKey,,1758195525827,prolific_id,roro101,,991,0,practice,y,D,C,participant_id,Wait success,2025-09-18 11:52:32,991,991,0.0,,y,D,C,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,7,0,practice,NULL,Selector,choice_selector,Selection,right_canvas_practice,1758195532638,prolific_id,roro101,,991,0,practice,y,D,C,participant_id,left_canvas_practice;right_canvas_practice,2025-09-18 11:52:32,991,991,0.0,,y,D,C,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,7,0,practice,NULL,EyeTracker,tracker,Filename,httpsfarmpcibexnetrDigcCS/bdc17927-53a3-24cb-4607-15e00152ec65,1758195532639,prolific_id,roro101,,991,0,practice,y,D,C,participant_id,NULL,2025-09-18 11:52:32,991,991,0.0,,y,D,C,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,7,0,practice,NULL,PennController,10,_Trial_,End,1758195532640,prolific_id,roro101,,991,0,practice,y,D,C,participant_id,NULL,2025-09-18 11:52:32,991,991,0.0,,y,D,C,participant_id
1758196456,185b2707d3f2edd80bf4191a533f537d,PennController,7,0,practice,NULL,PennController,10,_Trial_,Start,1758196457543,prolific_id,undefined,,991,0,practice,y,D,C,participant_id,NULL,2025-09-18 11:54:16,991,991,0.0,,y,D,C,participant_id
1758196456,185b2707d3f2edd80bf4191a533f537d,PennController,7,0,practice,NULL,PennController,10,_Header_,Start,1758196457543,prolific_id,undefined,,991,0,practice,y,D,C,participant_id,NULL,2025-09-18 11:54:16,991,991,0.0,,y,D,C,participant_id
1758196456,185b2707d3f2edd80bf4191a533f537d,PennController,7,0,practice,NULL,PennController,10,_Header_,End,1758196457544,prolific_id,undefined,,991,0,practice,y,D,C,participant_id,NULL,2025-09-18 11:54:16,991,991,0.0,,y,D,C,participant_id
1758196456,185b2707d3f2edd80bf4191a533f537d,PennController,7,0,practice,NULL,PennController,10,_Trial_,End,1758196457560,prolific_id,undefined,,991,0,practice,y,D,C,participant_id,NULL,2025-09-18 11:54:16,991,991,0.0,,y,D,C,participant_id
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,7,0,practice,NULL,PennController,10,_Trial_,Start,1758196666133,prolific_id,undefined,,991,0,practice,y,D,C,participant_id,NULL,2025-09-18 11:57:45,991,991,0.0,,y,D,C,participant_id
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,7,0,practice,NULL,PennController,10,_Header_,Start,1758196666133,prolific_id,undefined,,991,0,practice,y,D,C,participant_id,NULL,2025-09-18 11:57:45,991,991,0.0,,y,D,C,participant_id
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,7,0,practice,NULL,PennController,10,_Header_,End,1758196666133,prolific_id,undefined,,991,0,practice,y,D,C,participant_id,NULL,2025-09-18 11:57:45,991,991,0.0,,y,D,C,participant_id
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,7,0,practice,NULL,PennController,10,_Trial_,End,1758196666151,prolific_id,undefined,,991,0,practice,y,D,C,participant_id,NULL,2025-09-18 11:57:45,991,991,0.0,,y,D,C,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,8,0,practice,NULL,PennController,11,_Trial_,Start,1758195532643,prolific_id,roro101,,992,0,practice,n,E,F,participant_id,NULL,2025-09-18 11:52:32,992,992,0.0,,n,E,F,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,8,0,practice,NULL,PennController,11,_Header_,Start,1758195532643,prolific_id,roro101,,992,0,practice,n,E,F,participant_id,NULL,2025-09-18 11:52:32,992,992,0.0,,n,E,F,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,8,0,practice,NULL,PennController,11,_Header_,End,1758195532643,prolific_id,roro101,,992,0,practice,n,E,F,participant_id,NULL,2025-09-18 11:52:32,992,992,0.0,,n,E,F,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,8,0,practice,NULL,EyeTracker,tracker,calibration,44,1758195537691,prolific_id,roro101,,992,0,practice,n,E,F,participant_id,NULL,2025-09-18 11:52:32,992,992,0.0,,n,E,F,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,8,0,practice,NULL,EyeTracker,tracker,calibration,65,1758195581012,prolific_id,roro101,,992,0,practice,n,E,F,participant_id,Last attempt,2025-09-18 11:52:32,992,992,0.0,,n,E,F,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,8,0,practice,NULL,Key,r1,PressedKey,,1758195585212,prolific_id,roro101,,992,0,practice,n,E,F,participant_id,Wait success,2025-09-18 11:52:32,992,992,0.0,,n,E,F,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,8,0,practice,NULL,Key,r2,PressedKey,,1758195585428,prolific_id,roro101,,992,0,practice,n,E,F,participant_id,Wait success,2025-09-18 11:52:32,992,992,0.0,,n,E,F,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,8,0,practice,NULL,Key,r3,PressedKey,,1758195585609,prolific_id,roro101,,992,0,practice,n,E,F,participant_id,Wait success,2025-09-18 11:52:32,992,992,0.0,,n,E,F,participant_id
